Tanggal,Aceh,Sumatera Utara,Sumatera Barat,Riau,Kepulauan Riau,Jambi,Bengkulu,Sumatera Selatan,Kepulauan Bangka Belitung,Lampung,Banten,Jawa Barat,DKI Jakarta,Jawa Tengah,DI Yogyakarta,Jawa Timur,Bali,Nusa Tenggara Barat,Nusa Tenggara Timur,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara,Gorontalo,Sulawesi Selatan,Sulawesi Tenggara,Sulawesi Tengah,Sulawesi Utara,Sulawesi Barat,Maluku,Maluku Utara,Papua,Papua Barat
29/08/2023,"18.850,00","19.000,00","17.850,00","17.500,00","16.100,00","17.550,00","17.500,00","18.200,00","16.850,00","18.100,00","17.600,00","18.050,00","18.850,00","17.250,00","16.650,00","17.900,00","18.400,00","19.300,00","21.300,00","19.100,00","19.450,00","19.950,00","19.100,00","19.900,00","23.800,00","17.850,00","21.600,00","18.150,00","16.800,00","19.700,00","21.900,00","22.100,00","22.050,00","24.700,00"
05/09/2023,"18.750,00","19.050,00","17.850,00","17.500,00","16.100,00","17.550,00","17.250,00","18.200,00","16.850,00","18.100,00","17.150,00","18.050,00","18.850,00","17.250,00","16.650,00","17.850,00","18.400,00","19.300,00","21.300,00","18.850,00","19.450,00","19.900,00","18.900,00","20.050,00","23.550,00","17.850,00","21.600,00","18.150,00","16.700,00","19.700,00","21.900,00","22.100,00","22.000,00","24.100,00"
12/09/2023,"18.750,00","19.100,00","17.800,00","17.550,00","16.050,00","17.550,00","17.200,00","18.200,00","16.850,00","18.100,00","17.300,00","18.000,00","18.800,00","17.250,00","16.650,00","17.800,00","18.400,00","19.350,00","21.250,00","18.850,00","19.450,00","19.850,00","18.700,00","20.050,00","23.750,00","17.750,00","21.600,00","18.000,00","16.600,00","19.700,00","21.700,00","22.100,00","22.000,00","24.100,00"
19/09/2023,"18.700,00","19.100,00","17.750,00","17.000,00","16.100,00","17.600,00","17.150,00","18.200,00","16.850,00","18.100,00","17.300,00","18.000,00","18.750,00","17.200,00","16.800,00","17.750,00","18.400,00","19.500,00","21.200,00","18.800,00","19.450,00","19.850,00","18.750,00","20.050,00","23.650,00","17.800,00","21.600,00","18.000,00","16.800,00","19.700,00","21.700,00","22.100,00","21.900,00","24.400,00"
26/09/2023,"18.700,00","19.100,00","17.750,00","16.850,00","15.950,00","17.600,00","17.150,00","18.200,00","16.850,00","17.900,00","17.300,00","18.000,00","18.700,00","17.200,00","16.800,00","17.700,00","18.400,00","19.300,00","21.100,00","18.300,00","19.500,00","19.800,00","18.750,00","20.250,00","23.600,00","17.850,00","21.600,00","18.000,00","16.900,00","20.050,00","21.700,00","22.100,00","21.300,00","23.550,00"
03/10/2023,"18.550,00","19.100,00","17.600,00","16.850,00","15.950,00","17.600,00","17.100,00","18.250,00","16.850,00","17.750,00","17.300,00","17.950,00","18.650,00","17.150,00","16.900,00","17.700,00","18.350,00","19.300,00","21.050,00","18.250,00","19.500,00","19.800,00","18.800,00","20.250,00","23.600,00","17.800,00","21.600,00","17.950,00","16.900,00","20.000,00","21.300,00","21.700,00","21.250,00","23.300,00"
10/10/2023,"18.450,00","19.100,00","17.550,00","16.850,00","15.950,00","17.600,00","17.100,00","18.250,00","16.850,00","17.750,00","17.300,00","17.950,00","18.650,00","17.150,00","16.800,00","17.700,00","18.350,00","19.250,00","21.050,00","18.450,00","19.550,00","19.750,00","18.800,00","20.050,00","23.600,00","17.850,00","21.600,00","17.950,00","16.850,00","20.000,00","21.300,00","21.700,00","21.150,00","23.450,00"
17/10/2023,"18.400,00","19.100,00","17.550,00","16.850,00","15.950,00","17.600,00","17.150,00","18.250,00","16.700,00","17.750,00","17.300,00","17.950,00","18.650,00","17.100,00","16.800,00","17.650,00","18.350,00","18.950,00","21.000,00","18.400,00","19.550,00","19.750,00","18.650,00","20.050,00","23.050,00","17.800,00","21.600,00","18.000,00","16.400,00","20.000,00","21.100,00","21.250,00","21.550,00","23.450,00"
24/10/2023,"18.400,00","18.850,00","17.550,00","16.950,00","15.950,00","17.600,00","17.150,00","18.250,00","16.700,00","17.750,00","17.300,00","17.950,00","18.300,00","17.100,00","16.800,00","17.650,00","18.350,00","18.950,00","20.900,00","18.200,00","19.500,00","19.750,00","18.850,00","20.000,00","23.150,00","17.800,00","21.600,00","18.000,00","16.350,00","20.000,00","21.000,00","21.250,00","21.500,00","23.450,00"
31/10/2023,"18.350,00","18.850,00","17.550,00","16.950,00","15.950,00","17.600,00","17.150,00","18.250,00","16.700,00","17.750,00","17.300,00","17.950,00","18.200,00","17.100,00","16.800,00","17.650,00","18.350,00","18.900,00","20.900,00","18.200,00","19.500,00","19.750,00","18.900,00","20.150,00","23.150,00","17.750,00","21.600,00","17.950,00","16.350,00","20.000,00","21.000,00","21.100,00","21.550,00","23.800,00"
07/11/2023,"18.400,00","18.850,00","17.550,00","16.850,00","15.950,00","17.600,00","17.050,00","18.250,00","16.850,00","17.700,00","17.300,00","17.900,00","18.200,00","17.250,00","16.800,00","17.650,00","18.350,00","18.900,00","20.900,00","18.050,00","19.500,00","19.750,00","18.750,00","20.150,00","23.150,00","17.750,00","21.600,00","17.850,00","16.350,00","19.750,00","21.100,00","21.100,00","21.550,00","23.800,00"
14/11/2023,"18.350,00","18.850,00","17.550,00","16.850,00","15.950,00","17.550,00","17.050,00","18.250,00","16.600,00","17.700,00","17.300,00","17.900,00","18.200,00","17.350,00","16.800,00","17.600,00","18.350,00","18.800,00","20.900,00","18.200,00","19.500,00","19.750,00","18.650,00","20.150,00","23.600,00","17.850,00","21.600,00","18.000,00","16.600,00","19.750,00","21.100,00","21.100,00","21.600,00","23.350,00"
21/11/2023,"18.300,00","18.850,00","17.600,00","16.850,00","15.950,00","17.550,00","17.050,00","18.250,00","16.650,00","17.700,00","17.300,00","17.850,00","18.150,00","17.350,00","16.800,00","17.600,00","18.350,00","18.800,00","20.900,00","18.200,00","19.500,00","19.750,00","18.650,00","20.150,00","23.400,00","17.650,00","21.600,00","18.000,00","16.750,00","19.750,00","21.200,00","21.100,00","21.600,00","23.600,00"
28/11/2023,"18.300,00","18.650,00",-,"16.850,00","15.950,00","17.550,00","17.200,00","18.550,00","16.500,00","17.700,00","17.300,00","17.900,00","18.150,00","17.400,00","16.900,00","17.600,00","18.350,00","18.750,00","20.900,00","18.200,00","19.500,00","19.750,00","18.850,00","20.250,00","23.300,00","17.650,00","21.600,00","17.850,00","16.750,00","19.550,00","21.200,00","21.300,00","21.450,00","23.850,00"
05/12/2023,"18.200,00","18.550,00","17.500,00","16.800,00","15.950,00","17.550,00","17.000,00","18.500,00","16.500,00","17.700,00","17.300,00","17.850,00","18.150,00","17.500,00","16.900,00","17.600,00","18.350,00","18.750,00","20.900,00","18.400,00","19.500,00","19.750,00","18.950,00","20.250,00","23.300,00","17.650,00","21.600,00","17.850,00","16.750,00","19.550,00","21.200,00","21.300,00","21.300,00","23.850,00"
12/12/2023,"18.200,00","18.500,00","17.650,00","16.800,00","15.950,00","17.550,00","17.050,00","18.500,00","16.750,00","17.700,00","17.300,00","17.850,00","18.150,00","17.500,00","16.900,00","17.600,00","18.300,00","18.800,00","21.050,00","18.550,00","19.500,00","19.750,00","18.950,00","20.250,00","23.350,00","17.650,00","21.100,00","17.850,00","16.550,00","19.550,00","21.200,00","21.300,00","21.300,00","23.950,00"
19/12/2023,"18.200,00","18.350,00","17.650,00","16.800,00","16.050,00","17.550,00","17.000,00","18.500,00","16.900,00","17.700,00","17.300,00","17.900,00","18.150,00","17.550,00","17.000,00","17.600,00","18.100,00","18.700,00","21.050,00","18.600,00","19.500,00","19.750,00","18.800,00","20.250,00","23.300,00","17.650,00","21.000,00","17.850,00","16.550,00","19.500,00","20.950,00","21.300,00","21.350,00","23.900,00"
26/12/2023,"19.000,00",-,-,-,-,-,"17.000,00",-,-,-,-,-,-,"17.200,00",-,"17.500,00",-,-,-,-,-,-,-,-,-,"17.650,00","21.000,00",-,-,-,-,-,-,-
02/01/2024,"18.200,00","18.500,00","17.700,00","16.800,00","16.150,00","17.550,00","17.000,00","18.500,00","16.800,00","17.600,00","17.300,00","17.900,00","18.050,00","17.450,00","17.000,00","17.600,00","18.100,00","18.650,00","21.050,00","18.550,00","19.500,00","19.750,00","18.550,00","19.900,00","23.450,00","17.600,00","20.650,00","17.850,00","16.300,00","19.500,00","20.900,00","21.300,00","21.350,00","23.600,00"
09/01/2024,"18.200,00","18.450,00","17.800,00","16.800,00","16.400,00","17.550,00","17.100,00","18.500,00","16.850,00","17.600,00","17.300,00","17.900,00","18.050,00","17.400,00","17.000,00","17.550,00","18.100,00","18.650,00","21.000,00","18.550,00","19.500,00","19.750,00","18.600,00","19.750,00","23.500,00","17.650,00","20.550,00","17.850,00","16.550,00","19.500,00","21.050,00","21.300,00","21.350,00","24.100,00"
16/01/2024,"18.400,00","18.500,00","17.800,00","16.750,00","16.350,00","17.550,00","17.100,00","18.500,00","16.850,00","17.050,00","17.500,00","18.000,00","18.050,00","17.500,00","17.000,00","17.600,00","18.100,00","18.550,00","21.000,00","18.550,00","19.500,00","19.750,00","18.550,00","19.750,00","22.600,00","17.650,00","20.550,00","17.850,00","16.550,00","19.500,00","21.050,00","21.300,00","21.350,00","23.800,00"
23/01/2024,"18.550,00","18.650,00","18.350,00","16.950,00","16.350,00","17.700,00","17.050,00","18.500,00","16.750,00","17.100,00","17.500,00","18.000,00","18.150,00","17.600,00","17.000,00","17.650,00","18.250,00","18.550,00","21.100,00","18.600,00","19.350,00","19.750,00","19.250,00","19.750,00","22.450,00","17.650,00","20.550,00","17.950,00","16.550,00","19.500,00","20.950,00","21.300,00","21.350,00","23.800,00"
30/01/2024,"18.800,00","18.700,00","18.500,00","17.150,00","16.300,00","17.750,00","17.150,00","18.500,00","16.850,00","17.200,00","17.500,00","18.100,00","18.150,00","17.750,00","17.000,00","17.700,00","18.350,00","18.700,00","21.100,00","18.700,00","19.250,00","19.750,00","19.250,00","19.550,00","22.650,00","17.600,00","20.500,00","17.950,00","16.550,00","19.450,00","20.950,00","21.300,00","21.200,00","23.300,00"
06/02/2024,"18.950,00","18.750,00","18.550,00","17.150,00","16.400,00","17.750,00","17.150,00","18.850,00","16.700,00","17.200,00","17.600,00","18.250,00","18.150,00","17.550,00","17.250,00","17.700,00","18.400,00","18.800,00","21.100,00","18.700,00","19.250,00","19.750,00","19.300,00","19.550,00","21.700,00","17.550,00","20.300,00","17.950,00","16.750,00","19.100,00","20.950,00","21.300,00","21.200,00","23.600,00"
13/02/2024,"18.950,00","18.850,00","18.700,00","17.150,00","16.400,00","17.750,00","17.150,00","18.900,00","16.750,00","17.250,00","17.600,00","18.300,00","18.200,00","17.550,00","17.600,00","17.750,00","18.400,00","18.800,00","21.100,00","18.750,00","19.200,00","19.800,00","19.400,00","19.500,00","22.200,00","17.550,00","20.300,00","17.950,00","17.000,00","19.050,00","21.050,00","21.300,00","21.150,00","23.450,00"
20/02/2024,"19.100,00","19.150,00","18.800,00","17.150,00","16.400,00","17.750,00","17.200,00","18.950,00","16.750,00","17.400,00","17.600,00","18.350,00","18.300,00","17.600,00","17.600,00","17.750,00","18.400,00","18.900,00","21.100,00","18.750,00","19.350,00","19.800,00","19.450,00","19.800,00","22.700,00","17.600,00","20.300,00","17.950,00","17.200,00","19.150,00","20.950,00","21.350,00","21.150,00","23.450,00"
27/02/2024,"19.150,00","19.200,00","18.800,00","17.150,00","16.400,00","17.800,00","17.250,00","18.050,00","16.900,00","17.550,00","17.600,00","18.300,00","18.450,00","17.650,00","17.600,00","17.850,00","18.400,00","18.850,00","20.650,00","18.850,00","19.400,00","19.800,00","19.450,00","19.850,00","23.900,00","17.700,00","20.300,00","18.050,00","17.450,00","19.150,00","20.950,00","21.350,00","21.250,00","23.450,00"
05/03/2024,"19.250,00","19.250,00","18.900,00","17.100,00","16.200,00","17.750,00","17.250,00","18.850,00","17.000,00","17.550,00","17.600,00","18.300,00","18.600,00","17.750,00","17.600,00","17.950,00","18.450,00","18.900,00","20.700,00","19.000,00","19.450,00","19.650,00","19.450,00","19.800,00","23.450,00","17.700,00","20.250,00","18.500,00","17.700,00","19.050,00","21.000,00","20.850,00","21.250,00","23.450,00"
12/03/2024,"19.250,00","19.250,00","18.900,00","17.100,00","16.200,00","17.750,00","17.250,00","18.850,00","17.000,00","17.600,00","17.600,00","18.350,00","18.600,00","17.700,00","17.600,00","18.000,00","18.450,00","18.900,00","20.750,00","19.100,00","19.450,00","19.650,00","19.000,00","19.800,00","23.450,00","17.700,00","20.250,00","18.500,00","17.750,00","19.050,00","21.000,00","20.850,00","21.250,00","23.450,00"
19/03/2024,"19.250,00","19.200,00","19.150,00","17.100,00","16.200,00","18.050,00","17.250,00","18.850,00","17.150,00","17.700,00","18.000,00","18.450,00","18.750,00","18.000,00","17.700,00","18.200,00","18.600,00","19.050,00","20.700,00","19.200,00","19.450,00","19.750,00","19.500,00","19.600,00","22.950,00","17.750,00","20.200,00","18.500,00","17.700,00","19.050,00","20.900,00","20.850,00","21.350,00","23.450,00"
26/03/2024,"19.250,00","19.250,00","19.200,00","17.050,00","16.400,00","18.050,00","17.500,00","18.850,00","17.150,00","17.900,00","18.000,00","18.500,00","19.000,00","18.100,00","17.750,00","18.250,00","18.700,00","19.350,00","20.750,00","19.200,00","19.450,00","19.800,00","19.350,00","19.650,00","23.050,00","17.800,00","20.200,00","18.200,00","17.350,00","19.050,00","20.900,00","20.950,00","21.500,00","23.850,00"
02/04/2024,"19.250,00","19.250,00","19.150,00","17.100,00","16.400,00","18.200,00","17.550,00","18.850,00","17.050,00","17.950,00","18.000,00","18.550,00","18.800,00","18.150,00","17.750,00","18.200,00","18.750,00","19.600,00","20.750,00","19.200,00","19.400,00","19.800,00","19.400,00","19.650,00","22.650,00","17.800,00","20.200,00","18.300,00","17.250,00","19.050,00","20.900,00","20.950,00","21.500,00","23.850,00"
09/04/2024,"19.250,00","19.400,00","19.150,00","17.050,00","16.400,00","18.450,00","17.800,00","18.850,00","17.050,00","17.950,00","18.000,00","18.550,00","18.850,00","18.150,00","17.750,00","18.250,00","18.750,00","19.650,00","20.750,00","20.150,00","19.400,00","19.800,00","19.150,00","19.650,00","22.650,00","17.850,00","20.200,00","18.300,00","17.250,00","19.050,00","20.900,00","20.950,00","21.450,00","23.850,00"
16/04/2024,"19.250,00","19.350,00","19.050,00","17.200,00","16.400,00","18.450,00","17.800,00","18.900,00","17.050,00","17.850,00","18.000,00","18.600,00","18.950,00","18.100,00","17.750,00","18.300,00","18.750,00","19.650,00","20.700,00","19.250,00","19.400,00","19.850,00","19.450,00","19.650,00","22.800,00","17.800,00","20.200,00","18.300,00","17.300,00","19.100,00","20.900,00","20.950,00","21.400,00","23.850,00"
23/04/2024,"19.250,00","19.400,00","18.800,00","17.150,00","16.400,00","18.450,00","17.800,00","18.900,00","17.050,00","17.850,00","18.000,00","18.600,00","19.000,00","18.000,00","17.850,00","18.300,00","18.750,00","19.600,00","20.700,00","19.400,00","19.400,00","19.850,00","19.500,00","19.650,00","23.100,00","17.900,00","20.200,00","18.250,00","17.650,00","19.100,00","20.900,00","21.000,00","21.400,00","23.600,00"
30/04/2024,"19.200,00","19.400,00","18.750,00","17.200,00","16.500,00","18.500,00","17.800,00","18.900,00","17.050,00","17.900,00","18.000,00","18.550,00","19.100,00","17.950,00","17.700,00","18.300,00","18.800,00","19.650,00","20.750,00","19.450,00","19.400,00","19.900,00","19.500,00","19.600,00","23.050,00","17.900,00","20.200,00","18.300,00","17.900,00","19.100,00","20.900,00","21.000,00","21.400,00","23.850,00"
07/05/2024,"19.200,00","19.400,00","18.900,00","17.350,00","16.450,00","18.500,00","17.800,00","18.900,00","17.150,00","17.950,00","18.000,00","18.550,00","19.200,00","17.950,00","17.700,00","18.250,00","18.750,00","19.650,00","20.850,00","19.450,00","19.500,00","19.900,00","19.450,00","19.400,00","23.050,00","17.900,00","20.200,00","18.250,00","17.450,00","19.100,00","20.900,00","21.000,00","21.400,00","22.700,00"
14/05/2024,"19.200,00","19.400,00","18.900,00","17.350,00","16.650,00","18.450,00","17.800,00","18.900,00","17.150,00","17.900,00","17.850,00","18.500,00","19.050,00","17.900,00","17.700,00","18.100,00","18.750,00","19.700,00","20.800,00","19.400,00","19.500,00","19.900,00","19.450,00","19.400,00","23.050,00","17.950,00","20.300,00","18.250,00","17.400,00","19.100,00","21.000,00","21.000,00","21.300,00","22.700,00"
21/05/2024,"19.100,00","19.350,00","18.750,00","17.300,00","16.650,00","18.400,00","17.800,00","18.900,00","17.200,00","17.850,00","17.850,00","18.500,00","19.150,00","17.900,00","17.650,00","18.050,00","18.750,00","19.700,00","20.850,00","19.350,00","19.500,00","19.900,00","19.450,00","19.400,00","23.100,00","18.000,00","20.300,00","18.200,00","17.350,00","19.100,00","21.000,00","21.000,00","21.300,00","22.700,00"
28/05/2024,"19.100,00","19.350,00","18.800,00","17.250,00","16.750,00","18.400,00","17.800,00","18.900,00","17.200,00","17.800,00","17.850,00","18.450,00","19.150,00","17.900,00","17.300,00","18.000,00","18.800,00","19.700,00","20.750,00","19.350,00","19.450,00","19.900,00","19.450,00","19.400,00","23.100,00","18.050,00","20.300,00","18.400,00","17.250,00","19.100,00","21.000,00","21.000,00","21.300,00","22.700,00"
04/06/2024,"19.050,00","19.300,00","18.750,00","17.300,00","17.000,00","18.350,00","17.800,00","18.900,00","17.150,00","17.550,00","17.900,00","18.500,00","19.050,00","17.850,00","17.350,00","17.900,00","18.950,00","19.650,00","20.750,00","19.300,00","18.800,00","19.900,00","20.100,00","19.550,00","23.050,00","18.050,00","20.300,00","18.400,00","17.250,00","19.250,00","21.000,00","21.000,00","21.300,00","22.350,00"
11/06/2024,"19.050,00","19.300,00","18.850,00","17.300,00","17.000,00","18.350,00","17.800,00","18.900,00","17.300,00","17.500,00","18.050,00","18.500,00","19.050,00","17.850,00","17.350,00","17.950,00","18.950,00","19.650,00","20.750,00","19.300,00","19.400,00","19.900,00","19.500,00","19.550,00","23.200,00","18.050,00","20.100,00","18.550,00","17.200,00","19.350,00","21.000,00","21.000,00","21.350,00","22.350,00"
18/06/2024,"19.050,00","19.350,00","18.850,00","17.350,00","17.050,00","18.350,00",-,"18.900,00","17.250,00","17.500,00","18.050,00","18.500,00","19.050,00","17.850,00","17.350,00","17.950,00","18.950,00","19.650,00","20.750,00","19.350,00","19.400,00","19.900,00","19.200,00","19.550,00","23.000,00","18.050,00","20.100,00","18.550,00","17.300,00","19.350,00","21.000,00","21.000,00","21.350,00","22.350,00"
25/06/2024,"19.050,00","19.200,00","18.800,00","17.350,00","17.050,00","18.350,00","17.800,00","18.900,00","18.650,00","17.500,00","18.050,00","18.500,00","19.100,00","17.900,00","17.450,00","18.000,00","18.950,00","19.600,00","20.750,00","19.300,00","19.400,00","19.900,00","19.650,00","19.600,00","23.500,00","18.100,00","20.050,00","18.550,00","17.300,00","19.300,00","21.000,00","21.000,00","21.300,00","22.350,00"
02/07/2024,"19.000,00","19.200,00","18.750,00","17.450,00","17.100,00","18.350,00","17.750,00","18.900,00","17.200,00","17.500,00","18.050,00","18.500,00","19.100,00","17.900,00","17.700,00","18.000,00","18.950,00","19.650,00","20.700,00","19.400,00","19.350,00","19.900,00","19.600,00","19.850,00","23.500,00","18.100,00","20.050,00","18.550,00","17.300,00","19.350,00","21.150,00","21.000,00","21.150,00","22.350,00"
09/07/2024,"19.000,00","19.250,00","18.700,00","17.450,00","17.050,00","18.400,00","18.000,00","18.900,00","17.200,00","17.600,00","18.050,00","18.500,00","19.100,00","18.000,00","17.700,00","18.000,00","19.000,00","19.700,00","20.650,00",-,"19.350,00","20.000,00","19.600,00","19.850,00","23.500,00","18.000,00","20.050,00","18.550,00","17.400,00","19.400,00","21.150,00","21.000,00","21.150,00","22.350,00"
16/07/2024,"19.100,00","19.250,00","18.650,00","17.400,00","17.050,00","18.400,00","18.000,00","18.850,00","17.200,00","17.600,00","18.050,00","18.550,00","19.150,00","18.050,00","17.700,00","18.050,00","19.000,00","19.700,00","20.900,00","19.400,00","19.400,00","20.000,00","19.550,00","20.100,00","23.500,00","18.000,00","20.050,00","18.500,00","17.700,00","19.600,00","21.150,00","21.000,00","20.950,00","22.350,00"
23/07/2024,"19.100,00","19.250,00","18.650,00","17.450,00","17.050,00","18.400,00","18.200,00","19.000,00","17.200,00","17.600,00","18.050,00","18.550,00","19.200,00","18.050,00","17.750,00","18.050,00","19.000,00","19.650,00","20.850,00","19.400,00","19.400,00","20.000,00","19.600,00","20.100,00","23.500,00","18.100,00","20.050,00","18.500,00","17.700,00","19.600,00","21.150,00",-,"20.900,00","22.350,00"
30/07/2024,"19.150,00","19.300,00","18.650,00","17.450,00","17.050,00","18.400,00","18.200,00","19.000,00","17.200,00","17.750,00","18.050,00","18.600,00","19.200,00","18.050,00","17.750,00","18.050,00","19.000,00","19.600,00","20.850,00","19.400,00","19.400,00","20.000,00","20.100,00","20.100,00","23.500,00","18.100,00","20.050,00","18.500,00","17.500,00","19.600,00","21.100,00","21.000,00","20.900,00","22.350,00"
06/08/2024,"19.150,00","19.300,00","18.650,00","17.450,00","17.050,00","18.500,00","18.150,00","19.000,00","17.200,00","17.750,00","18.050,00","18.600,00","19.150,00","18.050,00","17.850,00","18.050,00","19.000,00","19.600,00","20.850,00","19.350,00","19.450,00","19.950,00","19.550,00","20.100,00","23.550,00","18.100,00","20.050,00","18.500,00","17.500,00","19.400,00","21.200,00","21.000,00","21.000,00","22.350,00"
13/08/2024,"19.150,00","19.300,00","18.800,00","17.500,00","17.050,00","18.500,00","18.150,00","19.000,00","17.150,00","17.850,00","18.050,00","18.650,00","19.050,00","18.050,00","17.850,00","18.100,00","19.000,00","19.600,00","20.900,00","19.400,00","19.550,00","19.950,00","19.550,00",-,"23.550,00","18.100,00","20.050,00","18.450,00","17.500,00","19.400,00","21.350,00","21.000,00","21.450,00","22.350,00"
20/08/2024,"19.100,00","19.250,00","18.850,00","17.500,00",-,"18.500,00","18.100,00","19.000,00","17.200,00","17.750,00","18.050,00","18.650,00","19.050,00","18.100,00","17.850,00","18.100,00","19.000,00","19.650,00","20.900,00","19.400,00","19.550,00","19.950,00","19.400,00","20.100,00","23.550,00","18.100,00","20.200,00","18.700,00","17.550,00","19.500,00","21.350,00","21.000,00","21.150,00","22.350,00"
27/08/2024,"19.100,00","19.250,00","18.850,00","17.550,00","17.100,00","18.500,00","18.200,00","19.000,00","17.400,00","17.750,00","18.050,00","18.700,00","19.050,00","18.050,00","17.850,00","18.200,00","19.050,00","19.600,00","21.450,00","19.400,00","19.550,00","19.950,00","20.100,00","20.200,00","23.550,00","18.050,00","20.200,00","18.800,00","17.500,00","19.800,00","21.250,00","21.000,00","21.250,00","22.350,00"
03/09/2024,"19.250,00","19.250,00","18.850,00","17.550,00","17.750,00","18.500,00","18.200,00","19.000,00",-,"17.700,00","18.250,00","18.700,00","19.150,00","18.200,00","17.850,00","18.200,00","19.050,00","19.750,00","21.450,00","19.400,00","19.550,00","19.950,00","19.400,00","20.450,00","23.500,00","18.150,00","20.200,00","18.900,00","17.650,00","19.800,00","21.200,00","21.000,00","21.250,00","22.350,00"
10/09/2024,"19.300,00","19.250,00","18.850,00","17.550,00",-,"18.500,00","18.200,00","19.050,00","17.400,00","17.700,00","18.650,00","18.750,00","19.150,00","18.250,00","17.850,00","18.250,00","19.050,00","19.700,00","21.550,00","19.500,00","19.550,00","20.200,00","19.400,00","20.450,00","23.550,00","18.200,00","20.300,00","18.900,00","17.650,00","20.000,00","21.200,00","21.000,00","21.250,00","22.200,00"
17/09/2024,"19.300,00","19.300,00","18.850,00","17.550,00","17.750,00","18.500,00","18.200,00","18.900,00","17.650,00","17.750,00","18.650,00","18.700,00","19.250,00","18.250,00","17.850,00","18.200,00","19.050,00","19.650,00","21.550,00","19.500,00","19.550,00","20.200,00","19.550,00","20.450,00","23.600,00","18.250,00","20.300,00","18.900,00","17.650,00","20.000,00","21.250,00","21.000,00","21.250,00","22.350,00"
24/09/2024,"19.400,00","19.300,00","18.950,00","17.550,00","17.850,00","18.550,00","18.200,00","18.900,00","17.550,00","17.750,00","18.550,00","18.700,00","19.200,00","18.300,00","17.850,00","18.300,00","19.050,00","19.750,00","21.600,00","19.500,00","19.550,00","20.200,00","19.700,00","20.450,00","23.700,00","18.250,00","20.300,00","18.900,00","17.850,00","20.000,00","21.250,00","21.000,00","21.300,00","22.350,00"
01/10/2024,"19.600,00","19.350,00","19.000,00","17.600,00","17.850,00","18.700,00","18.300,00","18.400,00","17.550,00","17.800,00","18.550,00","18.800,00","19.250,00","18.350,00","17.850,00","18.250,00","19.250,00","19.750,00","21.600,00","19.550,00","19.550,00","20.450,00","19.700,00","20.450,00","23.850,00","18.300,00","20.500,00","18.900,00","18.050,00","20.000,00","21.400,00","21.000,00","21.350,00","22.350,00"
08/10/2024,"19.850,00","19.500,00","19.100,00","17.650,00","17.850,00","18.700,00","18.150,00","18.550,00","17.600,00","17.800,00","18.800,00","18.850,00","19.350,00","18.400,00","17.850,00","18.400,00","19.300,00","19.800,00","21.600,00","19.650,00","19.600,00","20.450,00","19.750,00","20.450,00","24.100,00","18.350,00","20.500,00","19.000,00","18.100,00","20.100,00","21.400,00","21.000,00","21.350,00","22.350,00"
15/10/2024,"20.050,00","19.600,00","19.150,00","17.700,00",-,"18.750,00","18.300,00","18.550,00","17.600,00","17.850,00","18.800,00","18.900,00","19.400,00","18.500,00","17.850,00","18.450,00","19.400,00","19.800,00","21.600,00","20.400,00","19.600,00","20.450,00","20.200,00","20.450,00","24.600,00","18.550,00","20.450,00","19.050,00","18.200,00","20.100,00","21.400,00","21.000,00","21.100,00","22.600,00"
22/10/2024,"20.200,00","19.650,00","19.150,00","17.950,00","17.850,00","18.800,00","18.300,00","18.900,00","17.600,00","17.950,00","18.700,00","19.000,00","19.500,00","18.500,00","17.850,00","18.450,00","19.450,00","19.750,00","21.600,00",-,"19.600,00","20.450,00","20.200,00","20.600,00","24.600,00","18.600,00","20.450,00","19.150,00","18.350,00","20.100,00","21.400,00","21.000,00","21.300,00","22.600,00"
29/10/2024,"20.300,00","19.750,00","19.400,00","17.950,00","17.850,00","18.800,00","18.300,00","18.850,00","17.700,00","17.950,00","18.800,00","19.000,00","19.500,00","18.650,00","17.850,00","18.500,00","19.450,00","19.950,00","21.550,00","19.800,00","19.700,00","20.300,00","20.350,00","20.850,00","24.600,00","18.700,00","20.450,00","19.350,00","18.850,00","20.350,00","21.400,00","20.950,00","21.300,00","22.600,00"
05/11/2024,"20.500,00","19.750,00","19.600,00","17.950,00","17.800,00","19.050,00","18.300,00","18.700,00","17.750,00","18.300,00","19.100,00","19.300,00","19.650,00","19.000,00","18.900,00","18.550,00","19.500,00","19.900,00","21.400,00","19.900,00","19.700,00","20.300,00","20.100,00","20.850,00","24.550,00","18.900,00","20.450,00","19.350,00","18.650,00","20.350,00","21.500,00","20.950,00","21.300,00","23.050,00"
12/11/2024,"20.650,00","19.950,00","19.750,00","17.950,00","17.800,00","20.050,00","18.300,00","18.700,00","17.750,00","18.450,00","19.300,00","19.500,00","19.850,00","19.250,00","19.000,00","18.550,00","19.900,00","20.100,00","21.400,00","19.950,00","19.750,00","20.350,00","20.450,00","20.900,00","24.700,00","18.750,00","20.500,00","19.350,00","18.700,00","20.350,00","21.550,00","20.950,00","21.500,00","23.400,00"
19/11/2024,"20.800,00","20.250,00",-,"18.000,00",-,"20.050,00","18.800,00","19.150,00","17.750,00","18.900,00","19.600,00","19.800,00","20.050,00","19.500,00","19.000,00","18.600,00","20.000,00","20.000,00","21.400,00","20.050,00","19.800,00","20.350,00","20.450,00","20.850,00","24.750,00","18.750,00","20.800,00","19.300,00","18.700,00","20.750,00","21.500,00","20.950,00","21.500,00","23.400,00"
